Severity	Code	Description	Project	File	Line	Suppression State
Error (active)	CS0246	The type or namespace name 'BillingCycle' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionCheckout.razor	207	
Error (active)	CS0246	The type or namespace name 'BillingCycle' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionCheckout.razor	240	
Error (active)	CS0246	The type or namespace name 'BillingCycle' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	220	
Error (active)	CS0246	The type or namespace name 'BillingCycle' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	251	
Error (active)	CS0246	The type or namespace name 'BillingCycle' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Models\PaymentModels.cs	11	
Error (active)	CS0246	The type or namespace name 'CanAddListingResult' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\CreateListing.razor	164	
Error (active)	CS0246	The type or namespace name 'CanAddListingResult' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	524	
Error (active)	CS0246	The type or namespace name 'ChangePlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	572	
Error (active)	CS0234	The type or namespace name 'ContactPoints' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Extensions\ServiceCollectionExtensions.cs	9	
Error (active)	CS0246	The type or namespace name 'CreateSubscriptionDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	556	
Error (active)	CS0234	The type or namespace name 'Files' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Extensions\ServiceCollectionExtensions.cs	11	
Error (active)	CS0246	The type or namespace name 'InvoiceStatus' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionDashboard.razor	312	
Error (active)	CS0246	The type or namespace name 'InvoiceStatus' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionDashboard.razor	324	
Error (active)	CS0246	The type or namespace name 'InvoiceSummaryDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionDashboard.razor	240	
Error (active)	CS0246	The type or namespace name 'InvoiceSummaryDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	588	
Error (active)	CS0234	The type or namespace name 'Nafath' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Auth\Login.razor	2	
Error (active)	CS0234	The type or namespace name 'Nafath' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Extensions\ServiceCollectionExtensions.cs	4	
Error (active)	CS0246	The type or namespace name 'NafathClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Auth\Login.razor	6	
Error (active)	CS0246	The type or namespace name 'NafathInitiateResponse' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Auth\Login.razor	152	
Error (active)	CS0234	The type or namespace name 'Payments' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Extensions\ServiceCollectionExtensions.cs	22	
Error (active)	CS0234	The type or namespace name 'Payments' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	9	
Error (active)	CS0246	The type or namespace name 'PaymentsClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	29	
Error (active)	CS0246	The type or namespace name 'PaymentsClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	41	
Error (active)	CS0246	The type or namespace name 'ProductListingDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	811	
Error (active)	CS0234	The type or namespace name 'ProductListings' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Extensions\ServiceCollectionExtensions.cs	16	
Error (active)	CS0234	The type or namespace name 'ProductListings' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	6	
Error (active)	CS0246	The type or namespace name 'ProductListingsClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	26	
Error (active)	CS0246	The type or namespace name 'ProductListingsClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	38	
Error (active)	CS0234	The type or namespace name 'Realtime' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Auth\Login.razor	3	
Error (active)	CS0234	The type or namespace name 'Realtime' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Chat\ChatRoom.razor	6	
Error (active)	CS0234	The type or namespace name 'Realtime' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionCheckout.razor	6	
Error (active)	CS0234	The type or namespace name 'Realtime' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Extensions\ServiceCollectionExtensions.cs	19	
Error (active)	CS0246	The type or namespace name 'RealtimeClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Auth\Login.razor	7	
Error (active)	CS0246	The type or namespace name 'RealtimeClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Chat\ChatRoom.razor	11	
Error (active)	CS0246	The type or namespace name 'RealtimeClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionCheckout.razor	14	
Error (active)	CS0246	The type or namespace name 'SubscriptionClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	28	
Error (active)	CS0246	The type or namespace name 'SubscriptionClient' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	40	
Error (active)	CS0246	The type or namespace name 'SubscriptionDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionCheckout.razor	206	
Error (active)	CS0246	The type or namespace name 'SubscriptionDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionDashboard.razor	238	
Error (active)	CS0246	The type or namespace name 'SubscriptionDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	218	
Error (active)	CS0246	The type or namespace name 'SubscriptionDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	492	
Error (active)	CS0246	The type or namespace name 'SubscriptionDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	556	
Error (active)	CS0246	The type or namespace name 'SubscriptionDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	572	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	18	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	76	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	134	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	195	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	253	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	311	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	372	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	429	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	486	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	546	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	565	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	575	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	585	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlan' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	602	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\CreateListing.razor	171	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\CreateListing.razor	519	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionCheckout.razor	205	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	217	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	219	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	251	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	286	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	459	
Error (active)	CS0246	The type or namespace name 'SubscriptionPlanDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	476	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\CreateListing.razor	11	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionCheckout.razor	2	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionCheckout.razor	3	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionDashboard.razor	3	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionDashboard.razor	4	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	3	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	4	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Models\PaymentModels.cs	1	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	11	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	1	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareSubscriptionPlans.cs	2	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\CreateListing.razor	7	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Extensions\ServiceCollectionExtensions.cs	23	
Error (active)	CS0234	The type or namespace name 'Subscriptions' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	8	
Error (active)	CS0246	The type or namespace name 'SubscriptionStatus' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionDashboard.razor	284	
Error (active)	CS0246	The type or namespace name 'SubscriptionStatus' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionDashboard.razor	298	
Error (active)	CS0246	The type or namespace name 'SubscriptionSummaryDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	508	
Error (active)	CS0246	The type or namespace name 'SupportLevel' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionPlans.razor	274	
Error (active)	CS0234	The type or namespace name 'Vendors' does not exist in the namespace 'ACommerce.Client' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Extensions\ServiceCollectionExtensions.cs	20	
Error (active)	CS0246	The type or namespace name 'VendorUsageStatsDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Host\SubscriptionDashboard.razor	239	
Error (active)	CS0246	The type or namespace name 'VendorUsageStatsDto' could not be found (are you missing a using directive or an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Services\AshareApiService.cs	540	
