Severity	Code	Description	Project	File	Line	Suppression State
Error (active)	CS0311	The type 'Ashare.App.Services.MauiStorageService' cannot be used as type parameter 'TImplementation' in the generic type or method 'ServiceCollectionServiceExtensions.AddSingleton<TService, TImplementation>(IServiceCollection)'. There is no implicit reference conversion from 'Ashare.App.Services.MauiStorageService' to 'ACommerce.Templates.Customer.Services.IStorageService'.	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	102	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Pages\Dev\AnalyticsTest.razor	2	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	252	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	255	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	262	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	269	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	276	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	286	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	287	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	288	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	289	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	290	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	291	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	293	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	294	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	300	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	305	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	306	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	307	
Error (active)	CS0234	The type or namespace name 'Analytics' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.App (net9.0-android), Ashare.App (net9.0-ios), Ashare.App (net9.0-maccatalyst), Ashare.App (net9.0-windows10.0.19041.0)	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.App\MauiProgram.cs	308	
Error (active)	CS0234	The type or namespace name 'GuestModeService' does not exist in the namespace 'Ashare.Shared.Services' (are you missing an assembly reference?)	Ashare.Shared	C:\Users\i\Source\Repos\ACommerce.Libraries\Apps\Ashare.Shared\Components\Layout\MainLayout.razor	7	
